Date,Open,High,Low,Close,Adj Close,Volume
6/5/2019,12.2,12.2,12.05,12.05,12.05,2.757.880
3/5/2019,11.9,12.4,11.9,12.35,12.35,8.683.660
2/5/2019,12.1,12.1,11.85,11.9,11.9,2.096.650
26/04/2019,11.85,12,11.85,11.95,11.95,1.683.470
25/04/2019,12.05,12.05,11.8,11.85,11.85,3.888.130
24/04/2019,12.15,12.2,12.05,12.05,12.05,2.983.810
23/04/2019,11.6,12.2,11.55,12.05,12.05,4.444.940
22/04/2019,11.8,11.8,11.55,11.55,11.55,2.430.560
19/04/2019,11.8,11.9,11.75,11.75,11.75,1.650.400
18/04/2019,12,12,11.75,11.75,11.75,2.478.170
17/04/2019,12.15,12.2,11.9,11.9,11.9,1.712.260
16/04/2019,12,12.15,11.85,12.05,12.05,3.454.010
12/4/2019,12.05,12.15,12.05,12.1,12.1,1.541.760
11/4/2019,12.2,12.2,12.05,12.05,12.05,788.76
10/4/2019,12.2,12.25,12.05,12.1,12.1,2.369.270
9/4/2019,12.3,12.35,12.2,12.25,12.25,3.122.310
8/4/2019,12.25,12.3,12.15,12.25,12.25,1.981.280
5/4/2019,12.3,12.3,12.2,12.25,12.25,1.143.430
4/4/2019,12.3,12.3,12.2,12.3,12.3,1.093.530
3/4/2019,12.2,12.3,12.15,12.25,12.25,1.428.070
2/4/2019,12.45,12.5,12.2,12.2,12.2,1.925.870
1/4/2019,12.2,12.4,12.2,12.4,12.4,1.685.150
29/03/2019,12.2,12.35,12.15,12.2,12.2,5.432.790
28/03/2019,12.3,12.3,12.15,12.15,12.15,6.210.260
27/03/2019,12.35,12.4,12.3,12.35,12.35,1.490.570
26/03/2019,12.3,12.45,12.3,12.3,12.3,2.021.920
25/03/2019,12.3,12.45,12.15,12.25,12.25,4.637.530
22/03/2019,12.6,12.65,12.45,12.55,12.55,3.001.570
21/03/2019,12.85,12.9,12.5,12.5,12.5,4.744.360
20/03/2019,12.65,12.85,12.65,12.8,12.8,4.222.210
19/03/2019,12.8,12.9,12.7,12.7,12.7,4.595.960
18/03/2019,12.95,13.05,12.85,12.85,12.85,3.314.010
15/03/2019,13,13.05,12.85,12.95,12.95,4.399.800
14/03/2019,12.85,13.15,12.75,13,13,8.555.690
13/03/2019,12.75,12.95,12.75,12.8,12.8,6.154.040
12/3/2019,12.6,12.7,12.5,12.7,12.7,7.615.000
11/3/2019,12.6,12.65,12.45,12.55,12.55,2.196.880
8/3/2019,12.7,12.75,12.55,12.6,12.6,2.904.210
7/3/2019,12.65,12.9,12.65,12.8,12.8,3.704.640
6/3/2019,12.7,12.75,12.6,12.65,12.65,2.320.170
5/3/2019,12.75,12.9,12.65,12.7,12.7,4.792.110
4/3/2019,12.75,12.8,12.65,12.75,12.75,3.759.000
1/3/2019,12.5,12.65,12.45,12.65,12.65,2.599.200
28/02/2019,12.75,12.85,12.3,12.3,12.3,8.526.300
27/02/2019,12.8,12.9,12.7,12.7,12.7,2.409.880
26/02/2019,12.9,12.95,12.7,12.8,12.8,4.466.660
25/02/2019,13.1,13.15,12.9,12.9,12.9,6.896.200
22/02/2019,12.8,13.15,12.8,13.05,13.05,5.726.470
21/02/2019,12.95,13,12.8,13,13,4.116.800
20/02/2019,12.85,13.05,12.7,12.9,12.9,5.454.950
19/02/2019,13.15,13.15,12.8,12.8,12.8,5.247.880
18/02/2019,13.05,13.2,12.95,13.1,13.1,3.713.540
15/02/2019,12.9,13.05,12.75,13,13,4.507.890
14/02/2019,12.9,13.05,12.9,12.95,12.95,4.821.990
13/02/2019,13,13.1,12.95,13,13,7.337.720
12/2/2019,12.85,13.1,12.8,13,13,6.462.030
11/2/2019,12.6,12.95,12.45,12.95,12.95,7.361.770
1/2/2019,12.3,12.4,12.2,12.4,12.4,3.351.230
31/01/2019,12.1,12.4,12,12.3,12.3,5.064.350
30/01/2019,12.15,12.2,12,12,12,3.672.300
29/01/2019,12.2,12.2,12.05,12.15,12.15,4.420.480
28/01/2019,12.35,12.35,12.1,12.25,12.25,2.703.010
25/01/2019,12.2,12.4,12.15,12.3,12.3,6.422.920
24/01/2019,12.1,12.2,12,12.2,12.2,3.754.610
23/01/2019,11.75,12.25,11.7,12.15,12.15,7.849.620
22/01/2019,11.85,11.85,11.7,11.75,11.75,4.051.900
21/01/2019,11.35,11.85,11.25,11.7,11.7,6.690.440
18/01/2019,11.25,11.3,11.05,11.25,11.25,3.145.140
17/01/2019,11.2,11.4,11.15,11.2,11.2,1.740.540
16/01/2019,11.4,11.45,11.3,11.3,11.3,2.894.690
15/01/2019,11.25,11.35,11.2,11.3,11.3,2.184.900
14/01/2019,11.4,11.45,11.2,11.2,11.2,2.429.220
11/1/2019,11.45,11.5,11.3,11.4,11.4,2.169.340
10/1/2019,11.5,11.5,11.35,11.4,11.4,2.098.630
9/1/2019,11.4,11.55,11.4,11.4,11.4,2.633.920
8/1/2019,11.5,11.5,11.3,11.35,11.35,1.872.220
7/1/2019,11.4,11.6,11.35,11.5,11.5,3.702.750
4/1/2019,11,11.35,10.9,11.15,11.15,3.928.780
3/1/2019,11.5,11.65,11.1,11.1,11.1,6.574.880
2/1/2019,12,12.05,11.6,11.6,11.6,4.058.970
28/12/2018,12,12.15,11.95,11.95,11.95,2.264.023
27/12/2018,12.2,12.25,12,12,12,2.722.380
26/12/2018,12,12.15,11.95,11.95,11.95,2.469.970
25/12/2018,12,12.1,11.7,11.95,11.95,6.927.130
24/12/2018,12.3,12.45,12.15,12.15,12.15,3.321.220
21/12/2018,12.15,12.3,12.1,12.1,12.1,3.672.880
20/12/2018,12.3,12.4,12.2,12.25,12.25,4.011.360
19/12/2018,12.45,12.45,12.2,12.45,12.45,3.151.380
18/12/2018,12.3,12.45,12.2,12.4,12.4,5.276.070
17/12/2018,12.65,12.7,12.5,12.5,12.5,57.046.758
14/12/2018,12.9,13,12.7,12.8,12.8,3.741.130
13/12/2018,12.8,13.1,12.75,12.9,12.9,8.926.020
12/12/2018,12.5,12.75,12.5,12.7,12.7,2.711.830
11/12/2018,12.55,12.6,12.45,12.5,12.5,2.968.290
10/12/2018,12.6,12.6,12.45,12.5,12.5,4.582.730
7/12/2018,12.65,12.85,12.6,12.65,12.65,5.038.420
6/12/2018,12.65,12.75,12.55,12.6,12.6,4.741.210
5/12/2018,12.55,12.85,12.55,12.7,12.7,6.617.680
4/12/2018,12.8,12.9,12.65,12.8,12.8,5.838.070
3/12/2018,12.4,12.8,12.3,12.8,12.8,10.754.800
30/11/2018,12.15,12.25,12.1,12.15,12.15,2.724.410
29/11/2018,12.3,12.35,12.15,12.15,12.15,3.188.990
28/11/2018,12.1,12.25,12.1,12.25,12.25,1.972.080
27/11/2018,12.3,12.4,12.15,12.15,12.15,2.873.780
26/11/2018,12.25,12.3,12.15,12.3,12.3,1.786.000
23/11/2018,12.3,12.4,12.25,12.25,12.25,2.126.820
22/11/2018,12.3,12.45,12.25,12.4,12.4,4.899.780
21/11/2018,12.05,12.25,12.05,12.25,12.25,2.547.880
20/11/2018,12.25,12.3,12.15,12.2,12.2,2.691.270
19/11/2018,12.25,12.35,12.1,12.3,12.3,3.165.270
16/11/2018,12.1,12.25,12,12.1,12.1,3.925.350
15/11/2018,12,12.05,11.85,12,12,3.884.920
14/11/2018,12,12.2,11.95,11.95,11.95,3.232.520
13/11/2018,12,12.2,11.95,12,12,5.031.020
12/11/2018,12.2,12.35,12.05,12.2,12.2,4.618.460
9/11/2018,12.55,12.65,12.35,12.35,12.35,3.513.330
8/11/2018,12.95,12.95,12.6,12.6,12.6,3.120.870
7/11/2018,12.25,12.8,12.15,12.7,12.7,11.405.740
6/11/2018,12.4,12.5,12.25,12.25,12.25,3.829.873
5/11/2018,12.3,12.4,12.2,12.35,12.35,3.015.460
2/11/2018,12.35,12.55,12.2,12.4,12.4,6.058.610
1/11/2018,12.55,12.6,12.2,12.2,12.2,3.089.540
31/10/2018,12.2,12.5,12.15,12.5,12.5,5.142.100
30/10/2018,11.95,12.3,11.9,11.95,11.95,5.088.100
29/10/2018,12.3,12.35,11.95,12,12,6.413.127
26/10/2018,12.75,12.75,12.3,12.3,12.3,5.793.540
25/10/2018,11.95,12.65,11.95,12.55,12.55,6.220.000
24/10/2018,12.6,12.85,12.55,12.6,12.6,6.594.420
23/10/2018,12.8,12.95,12.35,12.55,12.55,9.767.110
22/10/2018,13.35,13.5,12.95,12.95,12.95,8.687.300
19/10/2018,13.3,13.6,13.25,13.45,13.45,8.334.490
18/10/2018,13.35,13.85,13.35,13.5,13.5,14.182.290
17/10/2018,13.9,13.9,13.45,13.55,13.55,8.921.720
16/10/2018,13,13.6,13,13.6,13.6,9.787.750
15/10/2018,13,13.2,12.9,12.95,12.95,7.882.090
12/10/2018,12.4,13.1,12.3,13.05,13.05,14.990.250
11/10/2018,12.95,13.1,12.5,12.5,12.5,24.829.240
10/10/2018,13.5,13.6,13.3,13.4,13.4,9.022.660
9/10/2018,13.95,13.95,13.4,13.55,13.55,19.464.630
8/10/2018,13.65,13.95,13.6,13.85,13.85,17.690.010
5/10/2018,13.8,14.3,13.75,13.8,13.8,19.475.140
4/10/2018,13.9,13.95,13.8,13.85,13.85,9.061.930
3/10/2018,13.8,14.05,13.8,13.85,13.85,16.349.910
2/10/2018,13.9,14.05,13.7,13.9,13.9,9.380.400
1/10/2018,13.8,14.4,13.7,13.85,13.85,22.126.950
28/09/2018,12.7,13.5,12.65,13.5,13.5,27.263.660
27/09/2018,12.75,12.85,12.6,12.65,12.65,4.737.730
26/09/2018,12.6,12.9,12.6,12.7,12.7,6.866.740
25/09/2018,12.55,12.8,12.5,12.65,12.65,4.817.820
24/09/2018,12.8,12.85,12.5,12.55,12.55,7.248.540
21/09/2018,12.65,12.9,12.6,12.7,12.7,14.313.070
20/09/2018,12.55,12.65,12.5,12.65,12.65,4.633.490
19/09/2018,12.45,12.75,12.35,12.55,12.55,11.799.070
18/09/2018,11.8,12.4,11.65,12.4,12.4,10.197.580
17/09/2018,12,12.05,11.85,11.85,11.85,7.063.020
14/09/2018,12.1,12.2,11.95,12,12,5.249.010
13/09/2018,12.2,12.2,12.05,12.05,12.05,7.446.610
12/9/2018,12,12.3,11.9,12.1,12.1,13.219.870
11/9/2018,11.75,11.85,11.6,11.8,11.8,6.153.730
10/9/2018,11.35,11.8,11.35,11.75,11.75,18.103.700
7/9/2018,11.3,11.5,11.25,11.3,11.3,4.700.940
6/9/2018,11.15,11.2,11,11.05,11.05,3.468.930
5/9/2018,11.25,11.25,11.05,11.1,11.1,4.077.680
4/9/2018,11.35,11.4,11.2,11.25,11.25,4.834.470
31/08/2018,11.55,11.55,11.35,11.35,11.35,6.896.940
30/08/2018,11.45,11.55,11.3,11.5,11.5,6.142.360
29/08/2018,11.5,11.55,11.35,11.4,11.4,2.619.380
28/08/2018,11.5,11.55,11.4,11.5,11.5,3.742.950
27/08/2018,11.4,11.55,11.35,11.4,11.4,4.297.925
24/08/2018,11.35,11.45,11.25,11.3,11.3,3.585.410
23/08/2018,11.45,11.5,11.35,11.4,11.4,3.809.200
22/08/2018,11.5,11.6,11.4,11.45,11.45,6.524.970
21/08/2018,11.15,11.3,11.15,11.2,11.2,5.557.070
20/08/2018,11.2,11.3,11.15,11.15,11.15,4.785.990
17/08/2018,11.55,11.6,11.2,11.2,11.2,3.271.220
16/08/2018,11.3,11.4,11.15,11.4,11.4,5.988.420
15/08/2018,11.7,11.75,11.35,11.4,11.4,5.347.120
14/08/2018,11.8,11.85,11.6,11.6,11.6,3.492.740
13/08/2018,11.25,11.8,11.2,11.8,11.8,10.740.690
10/8/2018,11.25,11.35,11.2,11.25,11.25,3.197.060
9/8/2018,11.4,11.65,11.2,11.3,11.3,8.316.140
8/8/2018,11.2,11.35,11.1,11.35,11.35,3.476.090
7/8/2018,11.2,11.25,11.05,11.15,11.15,2.230.630
6/8/2018,11.05,11.35,11,11.15,11.15,3.153.130
3/8/2018,11.25,11.3,11.05,11.05,11.05,2.413.580
2/8/2018,11.25,11.3,10.95,11.05,11.05,7.584.140
1/8/2018,11.45,11.55,11.3,11.3,11.3,2.520.310
31/07/2018,11.5,11.7,11.35,11.45,11.45,4.228.220
30/07/2018,11.3,11.55,11.25,11.5,11.5,5.185.990
27/07/2018,11.3,11.4,11.2,11.2,11.2,2.794.540
26/07/2018,11.2,11.35,11.05,11.25,11.25,4.463.590
25/07/2018,11.4,11.55,11.2,11.2,11.2,3.150.420
24/07/2018,11.6,11.8,11.4,11.4,11.4,5.421.070
23/07/2018,11.3,11.75,11.25,11.75,11.75,14.236.370
20/07/2018,10.95,11.1,10.8,11,11,4.076.100
19/07/2018,11.2,11.2,10.9,11,11,3.335.440
18/07/2018,10.85,11.2,10.8,11.2,11.2,5.786.780
17/07/2018,10.45,10.8,10.45,10.75,10.75,4.090.070
16/07/2018,10.55,10.7,10.45,10.5,10.5,3.023.400
13/07/2018,10.35,10.5,10.3,10.45,10.45,2.839.740
12/7/2018,10,10.45,10,10.15,10.15,3.157.170
11/7/2018,10.2,10.3,9.85,10,10,4.815.180
10/7/2018,10.4,10.6,10.4,10.4,10.4,2.526.084
9/7/2018,10.55,10.75,10.4,10.4,10.4,4.717.430
6/7/2018,9.8,10.4,9.7,10.4,10.4,8.570.650
5/7/2018,10.25,10.35,9.67,9.72,9.72,5.781.100
4/7/2018,10.5,10.65,10.25,10.3,10.3,6.767.270
3/7/2018,11.2,11.25,10.35,10.35,10.35,6.648.330
2/7/2018,11.55,11.55,11.1,11.1,11.1,3.788.190
29/06/2018,11.6,11.7,11.5,11.55,11.55,1.885.150
28/06/2018,11.8,11.85,11.4,11.55,11.55,3.663.730
27/06/2018,12,12.2,11.8,11.8,11.8,1.747.560
26/06/2018,11.9,12.05,11.85,12,12,2.546.840
25/06/2018,12.35,12.35,12.05,12.15,12.15,2.825.390
22/06/2018,11.6,12.05,11.6,12,12,3.189.890
21/06/2018,11.9,12,11.65,11.7,11.7,2.488.750
20/06/2018,11.75,12,11.6,12,12,3.285.750
19/06/2018,11.95,11.95,11.3,11.7,11.7,8.280.170
18/06/2018,12.4,12.55,11.85,12,12,3.986.380
15/06/2018,12.4,12.6,12.35,12.4,12.4,5.482.650
14/06/2018,12.75,12.8,12.5,12.55,12.55,6.802.740
13/06/2018,12.8,12.95,12.7,12.8,12.8,1.814.330
12/6/2018,12.5,12.95,12.35,12.8,12.8,8.549.820
11/6/2018,12.8,12.9,12.6,12.6,12.6,3.756.490
8/6/2018,13,13.1,12.85,12.9,12.9,3.969.030
7/6/2018,13.3,13.35,12.95,13,13,7.306.430
6/6/2018,12.8,13.45,12.7,13.3,13.3,8.478.470
5/6/2018,12.7,13.15,12.6,12.9,12.9,8.157.860
4/6/2018,12,12.55,12,12.55,12.55,7.419.940
1/6/2018,11.7,12,11.7,11.75,11.75,4.414.180
31/05/2018,11.45,11.85,11.4,11.75,11.75,3.226.080
30/05/2018,11.6,11.75,11.4,11.5,11.5,4.355.010
29/05/2018,10.9,11.6,10.9,11.6,11.6,7.169.880
28/05/2018,11.6,11.65,10.85,10.85,10.85,7.851.450
25/05/2018,12,12.1,11.65,11.65,11.65,3.719.300
24/05/2018,12.2,12.3,11.95,12.05,12.05,4.410.750
23/05/2018,12,12.25,11.8,12.15,12.15,4.596.350
22/05/2018,12.5,12.55,11.75,12,12,7.441.600
21/05/2018,12.8,12.95,12.6,12.6,12.6,3.395.120
18/05/2018,12.85,12.9,12.5,12.75,12.75,3.843.440
17/05/2018,13.05,13.1,12.75,12.75,12.75,2.861.130
16/05/2018,13.05,13.2,13,13.05,13.05,2.502.170
15/05/2018,13,13.3,13,13.1,13.1,3.437.030
14/05/2018,13.3,13.3,12.95,13.1,13.1,2.829.090
11/5/2018,12.9,13.15,12.7,13.1,13.1,5.002.790
10/5/2018,13.5,13.5,12.8,12.9,12.9,5.838.710
9/5/2018,13.6,13.75,13.45,13.5,13.5,2.448.570
8/5/2018,13.9,14,13.65,13.65,13.65,3.345.160
7/5/2018,13.5,13.95,13.4,13.95,13.95,4.882.230
4/5/2018,13.7,13.8,13.35,13.45,13.45,4.301.960
3/5/2018,13.3,13.7,12.65,13.7,13.7,7.686.450
2/5/2018,13.8,13.95,13.2,13.3,13.3,5.157.290
27/04/2018,13.35,13.95,13.3,13.85,13.85,5.678.620
26/04/2018,14.1,14.25,13.2,13.35,13.35,8.847.570
24/04/2018,14.4,14.5,14.1,14.15,14.15,7.281.230
23/04/2018,15.45,15.5,14.4,14.4,14.4,11.257.060
20/04/2018,15.2,15.45,14.9,15.45,15.45,7.856.380
19/04/2018,15.5,15.55,15,15,15,9.404.240
18/04/2018,15.85,15.85,15.5,15.5,15.5,4.805.610
17/04/2018,15.5,15.8,15.5,15.8,15.8,5.122.680
16/04/2018,15.4,15.65,15.2,15.5,15.5,4.935.240
13/04/2018,15.75,15.8,15.35,15.45,15.45,8.671.840
12/4/2018,15.55,15.7,15.4,15.6,15.6,10.108.420
11/4/2018,16.2,16.3,15.55,15.65,15.65,18.164.330
10/4/2018,16.5,16.65,16,16.2,16.2,13.356.170
9/4/2018,16.2,16.5,16.1,16.4,16.4,14.760.890
6/4/2018,15.75,16.3,15.75,16.1,16.1,19.585.030
5/4/2018,15.65,15.75,15.55,15.7,15.7,6.478.900
4/4/2018,15.75,15.95,15.6,15.6,15.6,8.245.040
3/4/2018,15.7,15.85,15.6,15.7,15.7,6.880.570
2/4/2018,15.65,15.9,15.55,15.8,15.8,8.270.980
30/03/2018,15.3,15.55,15.2,15.5,15.5,5.869.030
29/03/2018,15.45,15.5,15.2,15.25,15.25,5.936.830
28/03/2018,15.45,15.5,15.3,15.35,15.35,6.522.170
27/03/2018,15.8,15.9,15.45,15.5,15.5,8.331.210
26/03/2018,15.5,15.75,15.4,15.65,15.65,10.950.260
23/03/2018,15.5,15.8,15.4,15.75,15.75,17.462.630
22/03/2018,16.3,16.45,15.95,16,16,13.091.770
21/03/2018,16.1,16.5,16.05,16.25,16.25,19.142.330
20/03/2018,15.9,16.05,15.9,16,16,12.481.130
19/03/2018,16.5,16.6,16,16.05,16.05,12.281.670
16/03/2018,16.4,16.55,16.25,16.3,16.3,22.637.590
15/03/2018,16.05,16.4,15.9,16.15,16.15,12.448.630
14/03/2018,16.2,16.45,16.05,16.05,16.05,16.435.110
13/03/2018,16,16.2,15.9,16.1,16.1,11.565.610
12/3/2018,15.55,16.15,15.45,15.95,15.95,17.246.770
9/3/2018,15.5,15.5,15.25,15.4,15.4,7.217.150
8/3/2018,15.1,15.3,15,15.2,15.2,6.177.260
7/3/2018,15.35,15.35,14.95,15.05,15.05,10.704.590
6/3/2018,15.2,15.45,15,15.3,15.3,12.669.080
5/3/2018,15.85,15.9,14.95,14.95,14.95,17.498.940
2/3/2018,15.5,15.8,15.45,15.7,15.7,11.163.610
1/3/2018,15.95,16.15,15.7,15.75,15.75,17.478.590
28/02/2018,16,16.3,15.9,16.1,16.1,15.273.080
27/02/2018,16.2,16.25,15.9,16.15,16.15,12.575.110
26/02/2018,16.75,16.8,16.05,16.05,16.05,19.198.360
23/02/2018,16.3,16.45,16.05,16.45,16.45,13.291.780
22/02/2018,16.1,16.7,16,16.1,16.1,18.524.560
21/02/2018,16.05,16.6,15.9,16.3,16.3,16.316.020
13/02/2018,16.05,16.1,15.85,15.9,15.9,10.309.140
12/2/2018,15.4,15.9,15.2,15.9,15.9,9.914.870
9/2/2018,14.4,15.15,14.3,14.95,14.95,13.411.880
8/2/2018,15.35,15.7,14.9,14.9,14.9,8.539.180
7/2/2018,15.9,16.1,15.6,15.75,15.75,14.506.510
6/2/2018,14.1,15.4,14.1,15.4,15.4,33.168.840
5/2/2018,15.85,16.05,15.15,15.15,15.15,22.219.590
2/2/2018,15.75,16.4,15.55,16.25,16.25,13.967.670
1/2/2018,16.35,16.4,15.65,15.7,15.7,26.102.480
31/01/2018,17.2,17.2,16.25,16.25,16.25,26.439.160
30/01/2018,16.6,17.3,16.25,17.1,17.1,30.180.790
29/01/2018,15.8,16.75,15.75,16.75,16.75,34.404.980
26/01/2018,15.6,15.9,15.2,15.7,15.7,22.982.750
25/01/2018,15.2,15.9,14.85,15.4,15.4,49.373.070
22/01/2018,15.3,15.5,14.85,15.1,15.1,24.256.670
19/01/2018,15,15.6,14.9,15.45,15.45,28.761.100
18/01/2018,14.15,15,13.9,15,15,31.336.260
17/01/2018,15.1,15.2,14.3,14.3,14.3,27.468.280
16/01/2018,15,15.2,14.75,14.95,14.95,42.132.270
15/01/2018,15.35,15.6,14.95,15.35,15.35,37.558.060
12/1/2018,16.1,16.5,15.5,15.5,15.5,34.290.510
11/1/2018,15.4,16.5,15.2,16.25,16.25,24.186.660
10/1/2018,14.7,15.65,14.5,15.6,15.6,49.605.650
9/1/2018,15.05,15.25,14.6,14.85,14.85,36.287.040
8/1/2018,13.7,14.55,13.7,14.55,14.55,33.849.130
5/1/2018,13.7,13.8,13.45,13.6,13.6,17.260.770
4/1/2018,13.35,13.85,13.35,13.6,13.6,26.704.146
3/1/2018,13.5,13.6,13.25,13.35,13.35,15.913.436
2/1/2018,12.85,13.5,12.7,13.4,13.4,16.548.776
29/12/2017,13,13.05,12.8,12.85,12.85,7.485.716
28/12/2017,12.9,13.1,12.85,12.95,12.95,9.855.626
27/12/2017,12.65,13.1,12.6,12.85,12.85,22.074.749
26/12/2017,12.45,12.6,12.35,12.6,12.6,3.685.430
25/12/2017,12.65,12.75,12.3,12.35,12.35,3.767.280
22/12/2017,12.3,12.65,12.3,12.55,12.55,4.136.860
21/12/2017,12.6,12.65,12.3,12.3,12.3,3.265.360
20/12/2017,12.55,12.75,12.45,12.55,12.55,3.041.790
19/12/2017,12.9,12.9,12.5,12.55,12.55,3.078.760
18/12/2017,12.95,12.95,12.6,12.75,12.75,3.999.560
15/12/2017,12.5,12.7,12.3,12.7,12.7,3.416.180
14/12/2017,11.9,12.5,11.9,12.5,12.5,2.635.990
13/12/2017,12.5,12.5,12,12,12,1.925.260
12/12/2017,12.4,12.55,11.45,12.45,12.45,6.813.650
11/12/2017,12.85,12.85,12.3,12.3,12.3,4.224.060
8/12/2017,12.95,13.05,12.85,12.95,12.95,3.270.840
7/12/2017,13.3,13.35,12.85,13,13,5.912.216
6/12/2017,13,13.25,12.8,13.25,13.25,7.232.320
5/12/2017,13.7,13.7,13,13,13,5.977.870
4/12/2017,13.1,13.7,13.05,13.7,13.7,14.088.860
1/12/2017,13.05,13.1,12.9,13,13,7.311.710
30/11/2017,13.35,13.4,12.95,13.1,13.1,10.055.990
29/11/2017,12.9,13.3,12.85,13.2,13.2,15.303.760
28/11/2017,12.6,12.65,12.4,12.6,12.6,7.207.750
27/11/2017,12.3,12.7,12.25,12.55,12.55,5.090.110
24/11/2017,12.25,12.45,12.15,12.4,12.4,2.763.830
23/11/2017,12.45,12.6,12.15,12.35,12.35,4.178.510
22/11/2017,11.9,12.4,11.75,12.4,12.4,7.171.270
21/11/2017,11.8,11.95,11.8,11.85,11.85,2.810.990
20/11/2017,11.7,11.85,11.65,11.85,11.85,2.750.790
17/11/2017,12,12.15,11.65,11.75,11.75,4.920.830
16/11/2017,11.4,12.05,11.4,12,12,7.844.650
15/11/2017,11.2,11.45,11.15,11.45,11.45,2.355.030
14/11/2017,11.2,11.3,11.15,11.15,11.15,1.577.250
13/11/2017,11.5,11.5,11.2,11.2,11.2,995.58
10/11/2017,11.1,11.45,11.1,11.4,11.4,1.951.220
9/11/2017,11.2,11.25,11.1,11.15,11.15,594.71
8/11/2017,11.2,11.25,11.15,11.2,11.2,1.168.460
7/11/2017,11.25,11.25,11.15,11.2,11.2,754.03
6/11/2017,11.25,11.25,11.1,11.2,11.2,912.39
3/11/2017,11.35,11.35,11.1,11.1,11.1,980.7
2/11/2017,11.3,11.3,11.1,11.3,11.3,1.315.130
1/11/2017,11.15,11.2,11.05,11.2,11.2,1.406.140
31/10/2017,11.25,11.25,11,11,11,1.614.271
30/10/2017,11.4,11.4,11.15,11.25,11.25,1.540.711
27/10/2017,11.3,11.35,11.1,11.35,11.35,1.194.361
26/10/2017,11.35,11.35,11.1,11.35,11.35,1.829.311
25/10/2017,11.3,11.4,11.3,11.3,11.3,951.251
24/10/2017,11.4,11.4,11.2,11.3,11.3,1.944.951
23/10/2017,11.45,11.5,11.25,11.3,11.3,1.989.440
20/10/2017,11.55,11.55,11.45,11.55,11.55,1.675.160
19/10/2017,11.4,11.6,11.35,11.5,11.5,2.254.080
18/10/2017,11.55,11.55,11.4,11.4,11.4,2.935.200
17/10/2017,11.6,11.6,11.45,11.45,11.45,3.126.700
16/10/2017,11.5,11.6,11.35,11.6,11.6,1.571.020
13/10/2017,11.35,11.6,11.3,11.5,11.5,4.233.320
12/10/2017,11.65,11.9,11.6,11.6,11.6,5.880.330
11/10/2017,12.2,12.2,11.6,11.65,11.65,9.399.570
10/10/2017,12.5,12.5,12.35,12.45,12.45,1.411.470
9/10/2017,12.6,12.6,12.35,12.45,12.45,4.249.098
6/10/2017,12.1,12.3,12.05,12.3,12.3,3.499.488
5/10/2017,12.3,12.35,12.05,12.1,12.1,3.886.308
4/10/2017,12.05,12.35,12,12.2,12.2,4.463.138
3/10/2017,12.3,12.3,12,12.15,12.15,4.276.688
2/10/2017,12.5,12.65,12.3,12.3,12.3,4.341.908
29/09/2017,12.6,12.65,12.4,12.5,12.5,4.367.058
28/09/2017,12.2,12.9,12.2,12.6,12.6,22.337.087
27/09/2017,12.35,12.45,12.2,12.25,12.25,4.205.920
26/09/2017,12.55,12.8,12.35,12.5,12.5,7.924.150
25/09/2017,11.45,12.35,11.45,12.3,12.3,7.776.780
22/09/2017,11.65,11.75,11.55,11.55,11.55,2.052.990
21/09/2017,11.7,11.7,11.55,11.6,11.6,2.146.910
20/09/2017,11.75,11.75,11.65,11.7,11.7,989.636
19/09/2017,11.8,11.9,11.7,11.75,11.75,1.549.886
18/09/2017,11.55,11.95,11.55,11.8,11.8,1.807.890
15/09/2017,11.7,11.75,11.5,11.5,11.5,5.573.640
14/09/2017,11.55,11.7,11.45,11.7,11.7,2.145.820
13/09/2017,11.5,11.55,11.4,11.5,11.5,1.393.240
12/9/2017,11.6,11.65,11.45,11.45,11.45,1.581.140
11/9/2017,11.7,11.7,11.6,11.6,11.6,1.219.050
8/9/2017,11.75,11.8,11.65,11.65,11.65,978.54
7/9/2017,11.65,11.9,11.65,11.75,11.75,1.086.910
6/9/2017,11.8,11.9,11.65,11.65,11.65,1.210.340
5/9/2017,11.7,11.9,11.5,11.85,11.85,2.932.010
1/9/2017,11.65,11.75,11.5,11.6,11.6,1.474.450
31/08/2017,11.4,11.8,11.3,11.7,11.7,2.665.910
30/08/2017,11.75,11.75,11.4,11.45,11.45,2.051.960
29/08/2017,11.75,11.8,11.6,11.6,11.6,2.247.720
28/08/2017,11.8,11.9,11.7,11.75,11.75,1.170.090
25/08/2017,11.75,11.8,11.7,11.8,11.8,1.224.920
24/08/2017,11.7,11.9,11.7,11.75,11.75,1.275.670
23/08/2017,11.75,11.95,11.65,11.8,11.8,648.42
22/08/2017,11.8,11.8,11.6,11.7,11.7,1.027.080
21/08/2017,11.8,11.9,11.6,11.7,11.7,1.609.410
18/08/2017,11.85,11.9,11.65,11.75,11.75,994.05
17/08/2017,12.05,12.1,11.85,11.85,11.85,961.74
16/08/2017,11.9,12.05,11.7,12,12,2.018.350
15/08/2017,12.25,12.25,11.9,11.9,11.9,1.444.780
14/08/2017,12,12.15,11.95,12.1,12.1,852.85
11/8/2017,11.95,12.1,11.85,11.95,11.95,915.24
10/8/2017,11.8,12.1,11.8,11.95,11.95,1.550.790
9/8/2017,12.2,12.2,11.8,11.8,11.8,3.766.030
8/8/2017,12.6,12.6,12.2,12.2,12.2,2.468.990
